Company Name,Ticker,Cash Ratio,Net Margin,Dividend ,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,EBIT ,EBITDA ,Annual Sales,ROA (5 Yr Avg),Operating Margin 12 Mo,Inventory Turnover,Asset Utilization,Current Ratio,Debt/Equity Ratio,Debt/Total Capital,Book Value,Common Equity,Preferred Equity,Long Term Debt ,Current Liabilities ,Current Assets ,Intangibles,Inventory ,Receivables ,Current ROA (TTM),ROI (5 Yr Avg),Price as a % of 52 Wk H-L Range,52 Week Low,Last Close,Shares Outstanding ,Industry,Sector,Exchange,Div. Yield %,P/E (F1),Market Cap ,52 Week High,Beta,Last Qtr EPS,Last Reported Qtr ,Current ROI (TTM),Current ROE (TTM),Price/Book,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),This Yr`s Est.d Growth (F(1)/F(0)),5 Yr. Hist. EPS Growth,12 Mo Trailing EPS,Last Reported Fiscal Yr ,S&P 500 - ETF
"Take-Two Interactive Software, Inc.","TTWO","","","0","","0","910.84338","358.53698","67.3","76.95999","76.95999","358.76","1792.89","10.71599","18.82","38.198",".50023","1.4",".01",".53839","13.02","1003.71997","0","251.91999","1685.89001","2195.23999","469.36999","16.31999","219.55","9.42","21.17399","78.74","66.52","113.88","114.4","Toys - Games - Hobbies","Consumer Discretionary","NSDQ","0","22.5","13027.68","126.67","1.06",".69","20180301","23.48","24.72","8.75","1.48","31.29","4.3",".74","82.05","6.81","3.64","20180331","YES"
"Time Warner Inc.","TWX",".24273",".17","1.61","8.7096","1.8","33.64748","14925.85839","5247","5945","6950","16806","31271","6.39779","17.66","8.27919",".46261","1.17",".62","38.12699","38.1","28376","0","18294","14077","15219","35367","2401","9401","8.17","8.7451","35.14","87.05","92.88","782.32","Media Conglomerates","Consumer Discretionary","NYSE","1.73","11.48","72661.82","103.64",".87","2.28","20180301","11.61","19.99","2.44","1.73","13.21",".86","6.66","26.08","14.18","7.03","20171231","YES"
"Texas Instruments Incorporated","TXN","2.43534",".25","2.11999","17.95899","2.59","2.42002","5264.04003","3682","6080","6158","7062","14961","17.533","30.4","2.7695",".89601","4.62",".34","25.162","10.87","10337","0","3577","2258","8734","5308","1957","1278","27.24","21.68","78.01","76.41","110.33","978.92","Semiconductor - General","Computer and Technology","NSDQ","2.25","20.3","108004.04","119.89","1.25","1.21","20180301","33.33","43.73","10.15","2.11","24.04","4.16","11.9","26.98","22.39","4.59","20171231","YES"
"Textron Inc.","TXT",".68743",".02",".07999","0",".2","-68.08732","1105","307","762","936","1383","14198","4.42679","5.01","2.7409",".92972","2.31",".54","35.13399","22.23","5647","0","3898","3660","8029","2364","4150","1363","4.66","7.8312","100","45.37","66.24","256.04","Aerospace - Defense","Aerospace","NYSE",".12","21.15","16959.98","66.24","1.39",".72","20180301","7.73","12.65","2.98","1.85","24.44","3.39","2.97","27.81","9.2","2.71","20171231","YES"
"Under Armour, Inc.","UA","","-.01","0","","","-118.78041","366.87298","-48.26","388.27999","414.70999","559.47998","4976.55","9.0212","1.75","","1.3499","","","","","2030.90002","0","790.38","685.80999","1965.15002","627.90002","917.48999","622.67999","5.23","12.13199","68.01","10.59","17.84","444.65","Textile - Apparel","Consumer Discretionary","NYSE","0","","7932.57","21.25","-.76","0","20180301","6.75","9.38","3.85","","93.89","22.86","3.07","","",".19","20171231","YES"
"Under Armour, Inc.","UAA",".53703","-.01","0","","0","-118.78041","261.12701","-48.26","-10.30001","24.22999","198.22999","4976.55","8.32219","1.75","2.39479","1.23829","1.97",".38","27.326","4.54","2018.64001","0","765.03997","1060.36999","2337.66992","602.65997","1158.54003","609.66998","2.16","11.22099","76.06","11.61","20.38","444.65","Textile - Apparel","Consumer Discretionary","NYSE","0","112.83","9061.99","23.14","-.26","0","20180301","3.14","4.32","4.49","5.46","107.26","22.86","3.07","-4.93","-3.2",".19","20171231","YES"
"United Continental Holdings, Inc.","UAL",".38253",".06","0","","0","-5.83297","4201","2131","2999","3558","5707","37736","6.14349","5.39","12.517",".8959",".58","1.58","61.26599","30.07","8806","0","12699","12676","7113","8062","924","1340","4.83","14.828","49.5","57.2","69.49","277.27","Transportation - Airline","Transportation","NYSE","0","8.81","19267.18","82.03",".88",".5","20180301","9.75","23.63","2.31","","10.11","-.59","3.23","16.69","41.7","6.87","20171231","YES"
"United Dominion Realty Trust, Inc.","UDR","4.92548",".12","1.225","6.76599","3.43","-58.47426","558.018","121.55","89.01","217.72","654.17999","995.79","2.3887","18.44","",".12983","5.83","1.3","56.053","10.61","2789.15991","46.2","3671.65991","154.72999","762.11999","0","0","0","2.39","2.66079","23.91","32.92","34.73","267.6","REIT and Equity Trust - Residential","Finance","NYSE","3.71","17.98","9293.76","40.49",".36",".47","20180301","2.65","6.57","3.27","3.16","18.38","7.22","3.74","3.27","7.34","1.89","20171231","YES"
"Universal Health Services, Inc.","UHS",".08708",".07",".4","16.923",".32","7.1042","1173.33898","752.29998","1135","1280.16003","1728.04003","10409.87","6.7529","7.32","8.3002",".97582","1.19",".72","41.83","55.99","5051.43017","0","3494.38989","1848.03002","1798","3825.1499","136.16999","1500.89001","7.15","8.29259","72.79","95.77","118.7","94.4","Medical - Hospital","Medical","NYSE",".34","12.62","11205.87","127.27",".84","2.45","20180301","8.68","15.24","2.12","1.14","14.78","9.07","6.59","24.91","14.12","8.03","20171231","YES"
"Ulta Beauty Inc.","ULTA",".7749",".09","0","","0","35.50126","758.36401","555.22998","786.84997","786.84997","1039.56005","5884.51","15.307","8.61","3.26579","2.11039","2.64","","0","29.09","1774.20996","0","0","642.15997","1693.73999","0","1096.42004","99.70999","18.17","25.017","54.58","190.16","257.6","60.51","Retail - Miscellaneous","Retail-Wholesale","NSDQ","0","23.93","15587.9","313.73",".64","2.75","20180101","30.4","30.4","8.86","1.29","31.45","21.55","21.21","31.92","26.32","8.19","20180131","YES"
"UnitedHealth Group Incorporated","UNH",".42117",".05","2.875","26.974","1.55","50.46316","12168","10558","14023","15209","17454","201159","6.6093","5.11","","1.449",".71",".56","37.55799","52.07","49833","0","28835","50463","37084","63045","0","15830","7.41","11.85599","93.08","168.86","242.96","960.98","Medical - HMOs","Medical","NYSE","1.23","19.26","233480.02","248.47",".75","3.04","20180301","13.77","22.06","4.67","1.4","22.6","14.33","8.84","25.25","16.36","10.75","20171231","YES"
"Unum Group","UNM",".02496",".09",".86","11.876","1.94","6.74253","1079.59997","994.20001","1404","1563.90002","1667.30004","11286.8","1.4821","8.92","",".17905",".17",".29","22.27199","42.95","9574.90039","0","2738.3999","49374.80078","8467.5","338.6","0","7235","1.6","7.8962","5.28","37.76","38.86","221.2","Insurance - Accident and Health","Finance","NYSE","2.37","7.6","8595.62","58.59","1.46","1.24","20180301","8.28","10.73",".91","1.09","8.62","2.09","2.18","19.11","6.25","4.51","20171231","YES"
"Union Pacific Corporation","UNP",".44782",".5","2.48","12.34799","2.16","153.05929","6743","10712","7632","8351","10456","21240","8.74569","22.59","12.444",".37621",".82",".64","39.158","31.66","24856","0","16144","3939","4006","0","749","1493","8.5","14.128","100","101.4","142.49","770.25","Transportation - Rail","Transportation","NYSE","2.05","18.78","109752.34","142.49",".79","1.68","20180301","12.92","22.16","4.5","1.76","23.13","-2.08","6.51","31.04","3.86","6.16","20171231","YES"
"United Parcel Service, Inc.","UPS",".40934",".07","3.31999","7.7203","2.85","43.10696","7541","4910","7148","7601","9883","65872","12.55099","8.05","","1.5834","1.22","14.84","93.688","1.6","1030","0","20278","12708","15548","5836","0","10346","12.74","33.28799","46.04","101.66","116.59","861.69","Transportation - Air Freight and Cargo","Transportation","NYSE","3.12","16.13","100464.09","134.09","1.02","1.55","20180301","29.23","417.48","73.09","1.74","18.65","3.89","8.15","20.3","7.72","6.25","20171231","YES"
"United Rentals, Inc.","URI",".27817",".2","0","","0","137.80918","2298.15991","1346","1048","1512","2904","6641","5.9173","14.41","51.636",".49476",".97","2.75","73.33899","36.58","3106","0","8717","1668","1772","4957","75","1233","7.13","7.99429","78.31","101.62","170.36","83.6","Building Products - Miscellaneous","Construction","NYSE","0","10.97","14241.52","189.4","2.56","2.87","20180301","9.47","39.19","4.66",".59","14.4","6.21","15.26","46.68","20.08","11.83","20171231","YES"
"U.S. Bancorp","USB",".0536",".26","1.15999","6.17199","2.31","5.60461","6534.52978","6218","7517","8620","9088","23996","1.44369","25.7",".30147",".05274",".82",".75","39.99499","27.03","44247","5419","32259","363866","299566","12662","3554","276507","1.36","7.84779","21.44","49.25","51.15","1642.46","Banks - Major Regional","Finance","NYSE","2.35","12.67","84011.82","58.11",".95",".95","20180301","7.45","14.2","1.9","1.69","14.37","2.87","5.5","18.04","3.28","3.56","20171231","YES"
"United Technologies Corporation","UTX",".42564",".08","2.72","5.21589","2.31","-9.95055","7451.0498","4552","7763","8672","10812","59837","6.2662","9.07","4.65369",".63348","1.32",".77","43.76599","40.61","31421","0","24989","24391","32858","43793","9881","12595","5.74","11.08199","52.35","109.55","124.61","800.06","Diversified Operations","Conglomerates","NYSE","2.25","17.48","99695.41","138.32","1.09","1.77","20180301","9.88","17.67","3.07","1.92","17.93","-2.13","4.53","7.18","2.03","6.95","20171231","YES"
"Visa Inc.","V","1.64788",".36",".66","19.37299",".72","11.81772","8891","6699","11694","12257","12813","18358","13.862","48.26","",".28869","1.94",".58","32.77099","14.01","27234","5526","16618","9994","19023","42958","0","2554","13.93","18.61599","95.29","91.71","129.93","2043.91","Financial Transaction Services","Business Services","NYSE",".65","29.13","265565.59","131.82",".98","1.11","20180301","19.04","33.9","9.29","1.69","32.89","11.6","21.72","28.16","16.82","3.95","20170930","YES"
"Varian Medical Systems, Inc.","VAR",".59809",".09","0","","0","-37.95675","412","249.6","344.79998","355.5","432.39999","2668.2","12.35799","14.3","3.57509",".87493","1.53","0","0","15.92","1499.30004","0","0","1550.09997","2190.30004","294.20001","439.70001","823.5","12.51","22.252","67.9","94.6","118.27","91.5","Medical - Instruments","Medical","NYSE","0","26.3","10822.26","129.46",".85","1.15","20180301","26.82","27.99","7.43","3.29","27.25","-.44","-17.08","24.91",".67","4.34","20170930","YES"
"V.F. Corporation","VFC",".46074",".05","1.72","16.875","2.15","-42.75021","1596.59497","614.91998","1416.48999","1518.45996","1913.60998","11811.18","12.81499","10.16","3.3743","1.24639","1.49",".6","37.497","9.3","3719.8999","0","2187.78002","2745.19995","4392.12011","3782.41992","1705.17004","1422.09997","12.66","19.15099","87.69","51.62","79.96","396.69","Textile - Apparel","Consumer Discretionary","NYSE","2.3","23.43","31719.36","83.94",".91",".67","20180301","21.59","34.05","8.6","2.36","24.99","1.4","-1.73","14.54","2.98","3.2","20171231","YES"
"Viacom Inc.","VIAB",".50945",".14",".8","-10.936","2.35","30.31988","6473","1874","2212","2830","7792","13263","8.68589","12.13","7.33319",".55711","1.53","1.47","60.12099","17.02","6119","0","11100","3753","5801","11978","919","2970","6.76","12.059","37.76","23.27","28.16","402.6","Media Conglomerates","Consumer Discretionary","NSDQ","2.84","6.92","11337.22","36.22","1.45",".92","20180301","9.15","24.97","1.65",".87","7.24","-1.56","6.21","7.93","-7.76","3.89","20170930","YES"
"Valero Energy Corporation","VLO",".54249",".04","2.79999","36.443","3.01","77.58846","4189","4065","3207","3675","5661","93980","6.34759","2.36","14.842","2.03929","1.7",".35","26.075","53.19","22900","0","8750","11071","19312","0","6384","6922","4.81","10.673","100","61.47","119.71","431.02","Oil and Gas - Refining and Marketing","Oils-Energy","NYSE","2.67","16.56","51597.77","119.71","1.02","1","20180301","7.68","10.61","2.25","1.84","22.59","-12.47","24.22","45.78","-3.98","5.3","20171231","YES"
"Vulcan Materials Company","VMC",".46839",".15","1","99.567",".5","43.31211","715.91699","601.17999","361.30999","656.83001","962.78997","3890.3","2.70549","10.61","7.75379",".41365","1.73",".56","36.09999","37.17","4968.89013","0","2813.47998","442.86999","1180.09997","4185.95019","384.32998","588.33001","4.39","3.5088","50.08","110.92","126.04","132.18","Building Products - Concrete and Aggregates","Construction","NYSE",".89","28.28","16660.65","141.11",".99",".44","20180301","5.53","8.76","3.4","1.35","40.4","9.34","8.28","46.6","99.5","3.12","20171231","YES"
"Vornado Realty Trust","VNO",".20585",".11","2.61999","-3.5733","2.89","-74.92475","733.98101","227.41","318.44","664.09002","1147.11999","2084.13","1.4528","10.81","",".12375",".26",".2","25.281","21.74","4115.72021","891.97998","843.60998","9301.66015","2900.21997","159.25999","0","985.40997","1.34","3.0736","3.87","65.01","66.25","190.17","REIT and Equity Trust - Other","Finance","NYSE","3.8","17.57","12598.71","97.03",".85",".91","20180301","3.18","5.04","3.05","","17.62","-3.72","-16.84","1.1","-3.02","3.76","20171231","YES"
"Verisk Analytics, Inc.","VRSK",".16694",".26","0","","0","-6.10624","783","555.09997","691","810.40002","1052","2145.2","12.845","25.88","",".39024",".45",".93","48.305","13.22","1925.40002","0","2284.3999","1337.59997","597.59997","4714","0","374.29998","10.1","18.76199","88.44","78.5","104.58","165.26","Business - Information Services","Business Services","NSDQ","0","25.53","17282.81","107.99",".67",".94","20180301","14.27","31.75","7.91","1.94","30.67","6.59","7.52","27.62","10.6","3.41","20171231","YES"
"VeriSign, Inc.","VRSN","1.56752",".39","0","","0","3.76724","507.229","457.23999","599.01","735.34002","785.03002","1165.09","16.25699","39.36","",".42372","1.55","-1.44","","-12.73","-1260.27002","0","1782.52001","1560.52001","2446.1499","197.52","0","0","16.68","302.88598","100","88.07","127.36","97.01","Internet - Software and Services","Computer and Technology","NSDQ","0","27.87","12354.66","127.36",".87","1.07","20180301","111.69","-37.57","","","31.22","5.24","2.01","15.4","13.36","4.08","20171231","YES"
"Vertex Pharmaceuticals Incorporated","VRTX","2.79437",".11","0","","0","335.14501","265.21398","263.48001","-15.68001","41.86999","103.26","2488.65","-12.11101","12.88","2.8573",".69076","3.68",".01",".69084","9.54","2042.30004","0","20.48999","807.26","2648.95996","79.37999","111.83","281.33999","8.9","-20.47201","66.87","114.38","156.34","254.83","Medical - Biomedical and Genetics","Medical","NSDQ","0","49.55","39840.16","177.13","1.44",".76","20180301","15.12","15.28","16.39","1.18","68.27","25.24","46.2","61.79","","2.29","20171231","YES"
"Ventas, Inc.","VTR",".14748",".38","3.115","2.8979","4.51","108.9352","1522.76696","1356.46997","584.71002","1032.90002","1916.35998","3574.15","2.4498","15.49","",".15296","1.14","1.02","50.54","30.32","10932.17968","0","11276.05957","1276.51","1534.60998","1034.64001","0","1346.34997","2.37","2.6326","18.02","46.96","51.46","356.31","REIT and Equity Trust - Other","Finance","NYSE","6.14","12.8","18335.83","71.93",".07",".96","20180301","2.54","5.24","1.7","3.39","12.58","6.38","3.79","-3.35","-.48","4.09","20171231","YES"
"Verizon Communications Inc.","VZ",".16302",".24","2.32249","2.88129","4.52","129.30601","32251","30101","20594","25327","42281","126034","5.4046","12.68","44.80099",".49739",".98","2.15","68.291","12.68","44687","0","113642","33037","29913","127836","1034","23493","6.3","10.008","41.93","42.89","47.85","4127.96","Wireless National","Computer and Technology","NYSE","4.93","10.48","197523.06","54.72",".62","1.17","20180301","10.63","42.62","3.77","1.92","12.05","1",".04","22.12","8.85","3.97","20171231","YES"
"Waters Corporation","WAT","5.71808",".01","0","","0","-96.10547","709.67498","20.30999","641.09002","697.91998","803.91998","2309.08","12.277","26.16","3.31599",".46898","6.44",".59","37.104","27","2233.78002","0","1897.5","606.15002","4270.12988","588.21002","270.29","533.82","12.27","14.951","38.81","172.58","190.48","78.34","Instruments - Scientific","Computer and Technology","NYSE","0","23.19","14922.74","218.7",".94","1.59","20180301","15.26","25.8","7.06","2.22","24.97","4.77","6.54","9.64","10.22","7.63","20171231","YES"
"Walgreens Boots Alliance, Inc.","WBA",".23324",".03","1.52499","6.56759","1.93","-2.27654","7157","4078","4853","5546","7200","118214","7.63609","4.71","9.9305","1.78699",".9",".44","30.784","28.42","28274","0","12684","18547","19753","25788","8899","6528","8.42","11.60099","17.78","62.23","65.99","991.67","Retail - Pharmacies and Drug Stores","Retail-Wholesale","NSDQ","2.42","11.16","65440.01","83.38","1.15","1.73","20180201","13.99","20.38","2.32","1.07","11.68","14.88",".74","15.9","14.25","5.65","20170831","YES"
"Western Digital Corporation","WDC","1.55778",".02","2","14.58899","2.4","64.04958","4751","397","769","1616","4029","19093","10.77499","19.34","5.35249",".68357","2.39",".98","49.499","37.76","11418","0","12918","4344","11056","13837","2341","1948","13.22","14.555","32.85","76.77","86.52","299.24","Computer- Storage Devices","Computer and Technology","NSDQ","2.31","5.91","25890.42","106.45","1.04","3.63","20180301","16.64","34.22","2.28",".31","6.15","5.36","46.94","59.42",".45","14.07","20170630","YES"
"WEC Energy Group, Inc.","WEC",".08368",".16","2.07999","10.52099","3.31","28.15358","1795.59997","1204.90002","1588.40002","2004.09997","2802.69995","7648.5","3.5081","13.52","9.36139",".24427",".55",".89","47.04999","30.64","9461.39941","30.39999","8746.5996","3869.30004","2213.5","3053.5","539","1350.69995","3.3","5.8603","9.15","59.47","60.39","315.55","Utility - Electric Power","Utilities","NYSE","3.66","18.29","19055.73","69.53",".06","1.23","20180301","5.69","11.01","1.97","4.43","18.58","15.42","2.36","5.13","6.03","3.25","20171231","YES"
"Welltower Inc.","WELL",".3392",".12","3.48","2.55649","3.38","-51.49657","1461.36401","522.77001","299.60998","784.22998","1722.81994","4316.64","2.4744","16.99","",".15561","1.75",".79","43.804","38.55","14206.95019","718.5","11731.94042","911.85998","1686.95996","68.31999","0","1377.65002","2.64","2.54299","14.18","50.01","53.93","371.98","REIT and Equity Trust - Other","Finance","NYSE","6.45","13.41","20060.96","77.66",".18",".99","20180301","2.74","5.13","1.4","2.24","12.99","12.68",".83","-4.51","4.13","4.15","20171231","YES"
