Company Name,Ticker,ROA (5 Yr Avg),Annual Sales,Net Income ,Pretax Income ,Cash Flow ,Dividend ,Current Assets ,Current Liabilities ,Long Term Debt ,Book Value,Debt/Total Capital,Debt/Equity Ratio,Cash Ratio,Last Qtr EPS,Exchange,Current ROA (TTM),ROI (5 Yr Avg),Sector,Industry,Shares Outstanding ,Market Cap ,Last Close,52 Week High,52 Week Low,12 Mo Trailing EPS,5 Yr. Hist. EPS Growth,5 Yr Historical Sales Growth,P/E (Trailing 12 Months),Current ROE (TTM),Current ROI (TTM),5 Yr Hist. Div. Growth %,S&P 500 - ETF
"Invesco Ltd.","IVZ","4.5569","5160.3","1127.30004","1429.19995","1222.69995","1.14999","22967","14820.0996","6875.60009","22","44.28699",".77","1.44528",".73","NYSE","3.78","6.6482","Finance","Financial - Investment Management","407.15","13301.49","32.67","38.4","30","2.69","4.61","1.76","12.15","13.2","7.34","8.02569","YES"
"J.B. Hunt Transport Services, Inc.","JBHT","11.86299","7189.57","686.26","595.22998","798.81298",".92","1338.71997","921.84002","1085.64001","16.76","37.116",".59",".43096","1.04","NSDQ","10.35","20.51899","Transportation","Transportation - Truck","109.75","12886.28","117.41","125.65","83.52","3.75","8.9","5.92","31.31","27.32","16.38","9.576","YES"
"Johnson Controls International plc","JCI","6.38119","30172","1611","2558","3647","1","12292","11854","11964","23.22","34.09199",".51",".20389",".54","NYSE","4.86","11.489","Industrial Products","Security and Safety Services","926.12","34192.46","36.92","44.19","35.73","2.62","8.3","25.32","14.09","11.73","7.5","11.484","YES"
"Jacobs Engineering Group Inc.","JEC","5.2895","10022.79","293.72","393.20999","514.70202",".44999","2996.17993","1926.21997","235","42.19","30.26899",".43",".46393",".77","NYSE","4.72","8.24849","Construction","Engineering - R and D Services","141.67","8515.87","60.11","71.05","49.58","3.32","-.53","-3.86","18.1","8.59","7.26","","YES"
"Johnson & Johnson","JNJ","12.95699","76450","1300","17673","25682","3.31999","43088","30537","30675","22.39","33.77",".51",".68222","1.74","NYSE","13.13","19.787","Medical","Large Cap Pharmaceuticals","2682.9","348213.84","129.79","148.14","121.37","7.3","6.69",".79","17.78","29","20.65","6.552","YES"
"Juniper Networks, Inc.","JNPR","5.85459","5027.2","306.20001","811.79998","890.44396",".4","4184.5","1738.19995","2136.30004","12.48","31.33699",".46","1.91721",".53","NYSE","6.83","7.73379","Computer and Technology","Wireless Equipment","343.76","8882.67","25.84","30.89","24.4","2.11","24.16","2.9","12.25","13.34","9.34","17.16699","YES"
"JPMorgan Chase & Co.","JPM",".96697","113899","24441","35900","32623.00976","2.03999","1995209","1967746","284080","66.18","54.81299","1.24",".51347","1.76","NYSE","1.05","4.0862","Finance","Banks - Major Regional","3431.96","394881.19","115.06","118.77","82.15","6.99","3.47","3.28","16.46","11.63","4.49","10.73099","YES"
"Nordstrom, Inc.","JWN","7.59429","15137","437","790","1082.885","1.48","3503","3289","2681","5.85","73.291","2.74",".40468","1.2","NYSE","6.2","14.279","Retail-Wholesale","Retail - Apparel and Shoes","167","8667.3","51.9","53.56","38.3","2.95","-5.37","5.18","17.59","60.72","14.17","6.352","YES"
"Kellogg Company","K","8.7108","12923","1269","1674","1896","2.11999","3036","4479","7836","6.45","77.86199","3.52",".096",".96","NYSE","8.99","15.10299","Consumer Staples","Food - Miscellaneous","345.75","23925.81","69.2","75.11","58.87","4.04","1.4","-3.73","17.13","70.35","15.32","4.169","YES"
"KeyCorp","KEY",".97995","6868","1296","1928","1885",".37999","96157","108049","14333","13.1","48.82099","1.02",".0551",".33","NYSE","1.1","4.80249","Finance","Banks - Major Regional","1060.69","22751.74","21.45","21.93","16.47","1.34","8.26","8.79","16.01","10.66","5.21","15.34599","YES"
"The Kraft Heinz Company","KHC","5.5018","26232","10999","5530","5075.7998","2.45","7266","10132","28333","54.34","29.96299",".43",".25611",".9","NSDQ","3.62","8.1679","Consumer Staples","Food - Miscellaneous","1218.88","82188.8","67.43","93.77","66.89","3.55","4.15","11.26","18.99","7.2","4.86","4.98239","YES"
"Kimco Realty Corporation","KIM","3.95359","1200.83","426.07","146.32","786.885","1.09","450.1","4781.83984","882.78002","12.97","14",".16",".08956",".38","NYSE","3.68","6.546","Finance","REIT and Equity Trust - Retail","425.45","6441.4","15.14","23.38","14.01","1.51","4.02","5.77","10.03","7.85","6.65","6.31829","YES"
"KLA-Tencor Corporation","KLAC","13.37899","3480.01","926.07","1173.23999","992.72497","2.14","4392.06005","1293.16003","2680.46997","7.83","66.983","2.03","2.38792","1.97","NSDQ","20.18","17.586","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","156.62","17828.07","113.83","116.01","88.14","7.03","17","5.17","16.19","85.81","28.48","7.1721","YES"
"Kimberly-Clark Corporation","KMB","13.17599","18259","2278","2991","2941","3.88","5211","5858","6472","2.51","88.007","7.34",".1888","1.57","NYSE","14.77","27.30699","Consumer Staples","Consumer Products - Staples","350.71","39692.94","113.18","135","109.87","6.23","1.8","-4.28","18.17","427.79","30.79","4.44099","YES"
"Kinder Morgan, Inc.","KMI","1.86249","13705","183","2161","3794",".5","2715","6181","35015","15.73","49.922","1",".10969",".21","NYSE","1.96","2.14459","Oils-Energy","Oil and Gas - Production and Pipelines","2206.07","35760.34","16.21","21.76","16.1",".67","-14.4","-.02","24.19","4.38","2.21","-28.36701","YES"
"CarMax, Inc.","KMX","4.44099","15875.12","626.96997","1006.40002","802.64001","0","2873.62988","1105.78002","11826.42968","18.19","79.30799","","",".81","NYSE","4.15","4.8572","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","180.85","10934.06","60.46","76.81","55.37","3.73","14.81","8.79","16.21","21.77","4.52","","YES"
"Coca-Cola Company (The)","KO","9.73029","35410","1248","6742","9535","1.48","36545","27194","31182","4.45","62.166","1.64","1.11138",".39","NYSE","9.18","17.04899","Consumer Staples","Beverages - Soft drinks","4265.91","187230.59","43.89","48.53","41.97","1.91","-2.24","-5.09","22.98","38.36","15.52","6.918","YES"
"Michael Kors Holdings Limited","KORS","32.247","4493.7","552.5","688.59997","942","0","1164.69995","565.79998","0","13.68","32.297",".48",".61788","1.77","NYSE","24.94","42.205","Consumer Discretionary","Textile - Apparel","152.17","9420.68","61.91","68.14","33.05","4.63","15.41","14.84","13.37","40.86","35.83","","YES"
"Kroger Company (The)","KR","5.89429","115337","1975","2914","4386",".49","10340","12860","11825","6.98","67.86699","","",".44","NYSE","4.94","12.156","Retail-Wholesale","Retail - Supermarkets","881.36","24669.32","27.99","31.34","19.94","1.94","10.89","4.56","14.43","28.6","9.63","13.635","YES"
"Kohl's Corporation","KSS","5.69549","19095","859","1117","1694","2.2","5331","2651","4388","32.3","44.712",".81","","1.87","NYSE","5.25","7.85879","Retail-Wholesale","Retail - Regional Department Stores","168.01","11103.44","66.09","68.83","35.32","4.2","-1.88","-.54","15.74","13.73","7.37","12.25399","YES"
"Kansas City Southern","KSU","6.18209","2582.9","962","874.29998","872.09997","1.37999","680.09997","971.70001","2235.5","47.15","31.482",".46",".29998","1.38","NYSE","6.07","8.1752","Transportation","Transportation - Rail","103.05","10776.31","104.57","113.7","82.12","5.23","5.99",".97","19.99","12.07","8.08","11.37199","YES"
"Loews Corporation","L","1.2193","13735","1164","1582","1798",".25","12731","37552","11253","72.98","31.416",".46",".13629",".83","NYSE","1.25","2.8022","Finance","Insurance - Multi line","328.83","16562.93","50.37","53.46","45.12","2.92","-.09","-3.06","17.25","4.08","2.8","0","YES"
"L Brands, Inc.","LB","14.20899","12632.43","982.97998","1312.36999","1561.97497","3","3465","2014","5700","-3.94","","","","2.11","NYSE","11.76","23.17499","Retail-Wholesale","Retail - Apparel and Shoes","282.27","12589.03","44.6","62.95","36.06","3.22","3.09","4.09","13.85","-96.25","19.36","22.554","YES"
"Leggett & Platt, Incorporated","LEG","9.1245","3943.8","292.6","432","461.70001","1.41999","1766.5","976.20001","1097.90002","9.03","47.97",".92",".61493",".59","NYSE","10.12","13.501","Consumer Discretionary","Furniture","132.24","5809.32","43.93","54.04","41.8","2.46","14.44",".72","17.86","29.44","14.91","4.7978","YES"
"Lennar Corporation","LEN","5.1914","12646.37","810.47998","1189.60998","987.95397",".15999","13556.48046","1610.75","6410","33.28","44.526","","1.58803","1.29","NYSE","5.3","6.596","Construction","Building Products - Home Builders","239.96","13992.01","58.31","71.82","49.73","3.85","24.09","23.58","15.15","12","6.77","0","YES"
"Laboratory Corporation of America Holdings","LH","7.3835","10441.4","1268.19995","1134.90002","1530.52099","0","2682.60009","2046.09997","6344.60009","67.09","48.24",".93",".36073","2.45","NYSE","6.38","9.623","Medical","Medical - Dental Supplies","101.9","17729.58","173.99","178.11","137.51","9.6","8.45","16.99","18.12","16.3","8.13","","YES"
"LKQ Corporation","LKQ","7.28879","9736.91","533.73999","766.61999","812.89801","0","3822.12988","1322.71997","3277.62011","13.61","43.79299",".78",".31318",".41","NSDQ","6.7","9.0071","Auto-Tires-Trucks","Automotive - Replacement Parts","309.58","12048.65","38.92","43.47","27.94","1.88","17.02","18.55","20.7","14.84","8.37","","YES"
"L3 Technologies Inc.","LLL","5.15659","9573","677","871","964","3","4448","2379","3330","65.92","39.26399",".65",".58974","2.35","NYSE","5.49","7.72349","Aerospace","Electronics - Military","78.22","16132.13","206.23","217.46","160.69","8.59",".74","-5.07","24.01","13.63","8.2","7.73829","YES"
"Eli Lilly and Company","LLY","10.623","22871.3","-204.10001","2197.3999","6097.70019","2.07999","19202.0996","14535.90039","9940.5","10.6","46.00299",".85",".65228","1.14","NYSE","10.88","17.224","Medical","Large Cap Pharmaceuticals","1095.6","85127.95","77.7","87.89","74.21","4.28","1.09","-.65","18.15","33.01","19.64","1.54059","YES"
"Lockheed Martin Corporation","LMT","8.5","51048","2002","5269","5038.52978","7.46","17461","12637","13513","-2.12","86.772","-22.19",".34588","4.3","NYSE","8.27","31.61899","Aerospace","Aerospace - Defense","285.57","97768.02","342.36","361","266.98","13.77","8.08","2.35","24.86","354.55","26.22","11.75199","YES"
"Lincoln National Corporation","LNC",".60162","14589","2079","1130","1731","1.15999","11137","108020","4894","79.16","22.02899",".28",".03853","1.98","NYSE",".64","7.3905","Finance","Insurance - Life Insurance","218.26","16347.49","74.9","85.91","63.23","7.78","10.15","3.77","9.63","10.86","8.31","23.71299","YES"
"Alliant Energy Corporation","LNT","3.3942","3382.2","467.5","532.79998","926.79998","1.25999","905.09997","2149","4010.60009","18.09","47.78599",".96",".09302",".33","NYSE","3.26","5.66279","Utilities","Utility - Electric Power","231.36","9006.7","38.93","45.18","37.14","1.92","3.2",".44","20.28","11.11","5.32","7.2518","YES"
"Lowe's Companies, Inc.","LOW","8.53829","68619","3447","5489","5239","1.58","12772","12096","15564","7.08","72.60299","2.65","",".74","NYSE","10.1","13.91399","Retail-Wholesale","Building Products - Retail","830","71653.9","86.33","107.4","72.56","4.39","21.43","6.76","19.67","65.17","17.32","23.04","YES"
"Lam Research Corporation","LRCX","10.644","8013.62","1697.76","1811.67004","2132.71289","1.64999","9142.49023","2950.1101","1784.96997","38.5","22.19799",".29","2.11388","4.34","NSDQ","20.19","14.40999","Computer and Technology","Semiconductor Equipment - Wafer Fabrication","162.95","32378.66","198.7","218.91","117.43","13.71","40.28","21.23","14.49","36.08","28.66","37.14799","YES"
"Leucadia National Corporation","LUK",".96284","11436.39","171.72","1088.70996","786.25598",".32499","5853.49023","9096.71972","10729.69042","28.46","52.666","1.06",".64347",".48","NYSE","1.39","2.00029","Conglomerates","Diversified Operations","356.25","8521.57","23.92","28.01","22.27","1.66","-10.04","1.42","14.41","6.25","2.99","-10.57","YES"
"Southwest Airlines Company","LUV","7.7911","21171","3488","3251","3325",".47499","4815","6905","4710","17.58","31.11",".45",".54062",".77","NYSE","8.68","15.654","Transportation","Transportation - Airline","587.95","34324.58","58.38","66.29","50.71","3.5","46","4.86","16.68","23.43","15.98","41.91699","YES"
"LyondellBasell Industries N.V.","LYB","16.95","34484","4879","5493","5270","3.54999","11738","4777","8549","22.69","48.854",".96",".83357","2.73","NYSE","16.43","26.48399","Basic Materials","Chemical - Diversified ","394.56","42876.43","108.67","121.49","78.91","10.22","12.56","-9.7","10.63","55.09","25.66","15.027","YES"
"Macy's Inc","M","6.26039","24837","1547","1507","2102.24804","1.50999","7444","5075","5861","18.57","50.868","1.04",".37497","2.82","NYSE","5.95","10.96899","Retail-Wholesale","Retail - Regional Department Stores","304.8","9250.68","30.35","31.77","17.53","3.77","-5.54","-2.83","8.05","24.93","10.66","14.463","YES"
"Mastercard Incorporated","MA","24.655","12497","3915","6522","6344",".87999","13797","8793","5424","5.22","49.991",".99","1.34516","1.14","NYSE","24.33","44.46099","Business Services","Financial Transaction Services","1051.38","187703.59","178.53","178.53","110.49","4.59","13.77","9.63","38.9","83.57","43.56","43.66999","YES"
"Mid-America Apartment Communities, Inc.","MAA","2.73869","1528.99","328.36999","341.77999","813.109","3.48","88.86","4907.60986","0","57.85","0","0",".0181","1.5","NYSE","2.84","6.0959","Finance","REIT and Equity Trust - Residential","113.69","9862.52","86.75","110.32","85.39","5.94","7.19","22.62","14.6","4.99","4.99","5.5925","YES"
"Macerich Company (The)","MAC","2.66799","993.66","146.13","177.25999","528.46002","2.86999","337.92001","384.10998","5170.25976","28.19","56.57799","1.3",".37257","1.13","NYSE","1.66","2.84389","Finance","REIT and Equity Trust - Retail","140.85","8332.81","59.16","68.86","52.72","3.94","4.75",".56","15.02","3.91","1.76","4.99049","YES"
"Marriott International","MAR","10.07499","22894","1372","2836","1945","1.28999","2747","6010","7840","10.23","67.75599","2.1",".12579","1.12","NSDQ","6.9","82.53099","Consumer Discretionary","Hotels and Motels","357.44","48514.96","135.73","147.99","86.15","4.36","19.87","12.24","31.13","36.15","13.11","20.075","YES"
"Masco Corporation","MAS","6.4805","7644","533","885","770",".405","3215","1628","2969",".56","94.40399","16.87",".85872",".44","NYSE","11.44","11.609","Construction","Building Products - Miscellaneous","313.39","12899.19","41.16","46.27","33.08","1.95","31.62","-2.47","21.11","1000.81","20.35","7.42049","YES"
"Mattel, Inc.","MAT","7.90659","4882","-1053.82996","-504.98002","-98.64",".91","3111.58007","1623.80004","2873.1101","3.66","69.55699","2.28",".85125","-.72","NSDQ","-6.08","10.911","Consumer Discretionary","Toys - Games - Hobbies","343.92","5647.22","16.42","25.73","13.04","-1.09","-32.47","-5.65","","-21.37","-9.62","-8.6283","YES"
"McDonald's Corporation","MCD","15.152","22820.4","5192.2998","8573.5","6792.19482","3.82999","5327.20019","2890.60009","29536.40039","-4.1","","-9.04","1.13893","1.71","NYSE","16.56","18.909","Retail-Wholesale","Retail - Restaurants","794.5","119993.02","151.03","178.36","127.61","6.67","2.92","-4.25","22.64","-201.76","21.25","5.24119","YES"
"Microchip Technology Incorporated","MCHP","11.52999","3407.81","164.63","89.77999","1382.92895","1.44099","2305.04003","704.45001","2900.52001","13.62","48.832",".95","2.0008","1.36","NSDQ","15.44","14.602","Computer and Technology","Semiconductor - Analog and Mixed","234.34","22138.39","94.47","98.69","72.15","5.24","21.26","19.05","18.03","36.54","19.33",".56449","YES"
"McKesson Corporation","MCK","4.89739","198533","5070","6891","3805","1.12","36948","35612","7305","57.43","42.775",".63",".09701","3.41","NYSE","4.22","14.80399","Medical","Medical - Dental Supplies","206.34","31221.2","151.31","176.72","135","12.54","12.78","12.31","12.07","22.98","13.01","9.10309","YES"
"Moody's Corporation","MCO","18.79599","4204.1","1000.59997","1786.80004","1336.59997","1.51999","2580.60009","2063.30004","5111.10009","-.6","","-44.48",".69471","1.51","NYSE","16.19","34.95899","Finance","Financial - Miscellaneous Services","191.1","32009.25","167.5","170.2","110.88","6.01","12.11","7.34","27.87","-319.45","26.71","14.06299","YES"
"Mondelez International, Inc.","MDLZ","4.3614","25896","2922","3124","4086",".81999","7520","15793","12972","17.6","33.123",".5",".09098",".57","NSDQ","5.25","6.87639","Consumer Staples","Food - Miscellaneous","1487.33","67019","45.06","47.19","39.3","2.15","6.53","-10.15","20.96","12.72","8.47","11.30099","YES"
"Medtronic plc","MDT","8.11849","29710","4028","4602","9323","1.72","24873","14220","25921","37.14","33.98699",".51","1.12123","1.17","NYSE","6.58","10.267","Medical","Medical - Products","1355.37","108077.45","79.74","89.3","76.93","4.69","5.5","17.91","17","12.65","8.38","14.37199","YES"
"MetLife, Inc.","MET",".67495","62094","4010","3536","4711","1.6","56263","382431","16807","55.94","22.20899",".29",".08973","1.11","NYSE",".66","6.62919","Finance","Insurance - Multi line","1036.64","48089.87","46.39","56.17","44.28","4.96","-3.5","-2.16","9.35","8.59","6.61","12.21599","YES"
"MGM Resorts International","MGM","1.1473","10773.9","1960.28002","963.75","1637.64697",".43999","2374.62011","3092.37988","12751.0498","20.57","52.41899","1.09",".54625","0","NYSE","2.13","1.41489","Consumer Discretionary","Gaming","566.37","19171.54","33.85","38.03","25.43","1.02","44.58",".95","33.19","5.78","2.6","","YES"
"Mohawk Industries, Inc.","MHK","7.34919","9491.29","971.63","1317.84997","1465.31604","0","4072.95996","2655.35009","1559.89001","95.09","18.361",".22",".21321","3.42","NYSE","8.81","10.79399","Consumer Discretionary","Textile - Home Furnishing","74.43","17746.01","238.44","284.82","227.02","13.61","26.56","8.31","17.52","15.44","12.77","","YES"
"McCormick & Company, Incorporated","MKC","9.8997","4834.1","477.39999","594.79998","692.79998","1.87999","1617","1947.30004","4443.8999","19.63","63.34999","",".13793","1.54","NYSE","7.2","15.979","Consumer Staples","Food - Miscellaneous","131.1","14387.46","109.74","109.74","92.07","4.24","6.19","2.71","25.88","25.3","11.27","7.9811","YES"
"Martin Marietta Materials, Inc.","MLM","4.53739","3965.6","713.34002","618.91998","753.23602","1.72","2631.15991","694.21002","2727.29003","74.49","36.80699",".58","2.22314","1.88","NYSE","5.8","5.74139","Construction","Building Products - Concrete and Aggregates","62.8","12900.99","205.42","239.96","195.54","7.19","32.58","18.63","28.57","10.55","7.34","1.75139","YES"
"Marsh & McLennan Companies, Inc.","MMC","9.1506","14024","1492","2643","2516","1.42999","5562","4262","5225","14.58","41.249",".7",".33528","1.05","NYSE","10.36","14.86499","Finance","Insurance - Brokerage","507.62","42300.09","83.33","85.97","71.88","3.92","11.63","2.79","21.26","28.8","16.31","10.762","YES"
"3M Company","MMM","14.894","31657","4858","7548","7164","4.69999","14277","7687","12096","19.54","50.999","1.04",".69363","2.1","NYSE","16","22.66399","Conglomerates","Diversified Operations","595.5","138638.36","232.81","258.63","188.65","9.17","7.47","-.12","25.39","48.34","24.62","15.439","YES"
"Monster Beverage Corporation","MNST","20.312","3369.04","820.66998","1201.61999","892.64398","0","2086.37011","560.34997","0","6.91","0","0","2.46481",".35","NSDQ","18.21","27.826","Consumer Staples","Beverages - Soft drinks","566.4","31571.29","55.74","68.91","44.56","1.47","21.69","10.72","37.92","22.54","22.54","","YES"
"Altria Group","MO","15.112","25576","10222","9828","6729","2.53999","4344","6792","13030","8.06","45.86399",".85",".29107",".91","NYSE","14.74","29.985","Consumer Staples","Tobacco","1900.45","121875.79","64.13","77.71","61.22","3.39","8.39","1.5","18.92","50.01","24.41","8.5991","YES"
"Monsanto Company","MON","11.17599","14640","2260","2886","3190.27197","2.16","8651","6398","7254","15.01","51.23099","",".36308",".41","NYSE","11.53","16.80299","Basic Materials","Agriculture - Products","440.8","54218.5","123","123.37","112.51","5.73","3.12","-1.63","21.47","40.13","18.65","8.9447","YES"
"The Mosaic Company","MOS","7.92719","7409.4","-107.2","374","1075.26",".6","4616.5","2031.09997","4878.10009","27.46","33.602",".51","1.19477",".34","NYSE","2.15","9.99139","Basic Materials","Fertilizers","351.05","9822.35","27.98","30.22","19.39","1.1","-28.48","-6.87","25.44","3.9","2.76","-15.37801","YES"
"Marathon Petroleum Corporation","MPC","6.95359","75369","3432","3344","4125.50976","1.51999","13401","10478","12322","42.64","39.00999",".59",".3012","1.05","NYSE","4.23","12.01299","Oils-Energy","Oil and Gas - Refining and Marketing","476.06","31496.11","66.16","73.16","48.19","3.91","-8.84","-9.23","16.92","9.9","5.9","19.625","YES"
"Merck & Company, Inc.","MRK","10.33699","40122","2394","6521","15570","1.88999","24766","18614","21353","12.69","38.18399",".62",".68749",".98","NYSE","11.85","15.27","Medical","Large Cap Pharmaceuticals","2696.19","146672.73","54.4","66.58","53.7","3.98","2.54","-3.11","13.67","28.61","18.13","2.2525","YES"
"Marathon Oil Corporation","MRO",".99738","4765","-5723","-454","2046",".2","2566","1968","5494","13.78","31.93799",".47",".69004",".07","NYSE","-1.16","1.5273","Oils-Energy","Oil and Gas - Integrated - United States","849.76","12873.8","15.15","19.28","10.77","-.32","","-28.65","","-2.24","-1.49","-32.292","YES"
"Morgan Stanley","MS",".63814","43642","6111","10403","8851",".89999","448976","580685","192582","39.12","71.051","2.75",".4971",".84","NYSE",".85","2.20749","Finance","Financial - Investment Bank","1791.85","99429.54","55.49","57.6","40.69","3.64","14.54","4.25","15.24","10.07","2.7","45.34099","YES"
"Microsoft Corporation","MSFT","13.25899","89950","21204","23149","34662","1.52999","159851","64527","76073","10.16","50.2","1.01","2.13674",".96","NSDQ","11.31","20.687","Computer and Technology","Computer - Software","7699.79","721008.63","93.64","95.42","64.21","3.51","4.66","2.91","26.68","35.41","17.61","13.29699","YES"
"Motorola Solutions, Inc.","MSI","7.9481","6380","-155","1076","1189.83496","1.92999","3950","2931","4419","-10.66","","-2.56",".71647","2.1","NYSE","10.39","16.62","Computer and Technology","Wireless Equipment","161.31","17303.46","107.27","107.27","79.66","5.46","10.19","-8.51","19.65","-75.81","26.34","14.42","YES"
"M&T Bank Corporation","MTB","1.20009","6018.94","1408.30004","2323.8601","1703.42602","3","98617.79687","94201.24218","8141.43017","99.79","33.37699",".54",".0704","2.66","NYSE","1.26","5.8221","Finance","Banks - Major Regional","150.18","29096.77","193.75","195.32","142.47","9.43",".45","5.72","20.55","10.12","6.24","1.33679","YES"
"Mettler-Toledo International, Inc.","MTD","17.33399","2725.05","375.97","574.21997","539.98297","0","1006.71997","689.66998","960.16998","21.4","63.69499","1.75",".32293","5.97","NYSE","19.53","29.322","Computer and Technology","Instruments - Scientific","25.47","15282.43","599.95","692.3","473.36","17.59","12.76","2.39","34.11","94.54","31.63","","YES"
"Micron Technology, Inc.","MU","9.31239","20322","5089","5196","9075","0","12457","5334","9893","20.23","24.672","","1.04518","2.45","NSDQ","22.74","12.097","Computer and Technology","Semiconductor Memory","1156.31","60163.07","52.03","52.03","25.15","6.99","-13.34","14.03","7.44","41.87","27.45","","YES"
"Mylan N.V.","MYL","8.62559","11907.7","696","903","4250.60009","0","7213.2998","6385.2998","14101","24.81","51.44699","1.06",".16572","1.43","NSDQ","6.92","11.501","Medical","Medical - Generic Drugs","514.78","21384.03","41.54","47.64","29.63","4.56","15.56","15.28","9.11","19.14","8.84","","YES"
"Navient Corporation","NAVI",".73286","5179","292","764","525",".63999","106640","4771","105012","13.25","96.788","30.13",".31817",".43","NSDQ",".42",".79044","Finance","Financial - Consumer Loans","263.39","3537.31","13.43","16.81","11.62","1.77","-8.34","-5.88","7.59","13.9",".44","16.79199","YES"
"Noble Energy Inc.","NBL","2.368","4256","-1118","-2191","2200",".4","2203","1739","6746","21.82","38.84799",".64",".83668",".32","NYSE",".69","3.35809","Oils-Energy","Oil and Gas - Exploration and Production - United States","492.19","15233.34","30.95","36.81","23.02",".3","-47.16","-7.07","103.17","1.46",".86","-10.106","YES"
"Norwegian Cruise Line Holdings Ltd.","NCLH","5.03299","5396.17","759.86999","770.60998","1429.19494","0","518.33001","2490.02001","5688.39013","25.17","49.73199",".99",".15752",".68","NYSE","6.38","6.35099","Consumer Discretionary","Leisure and Recreation Services","227.32","12634.67","55.58","60.93","47.47","3.96","33.53","22.1","14.03","16.89","7.97","","YES"
"Nasdaq, Inc.","NDAQ","4.3508","3965","734","880","876","1.46","5529","5262","3727","35.42","38.76599",".63",".97035","1.05","NSDQ","4.79","6.5801","Finance","Securities and Exchanges","166.56","13619.66","81.77","81.85","66.73","4.23","12.37","6.63","19.33","12.75","7.95","32.088","YES"
"NextEra Energy, Inc.","NEE","3.28139","17195","5378","4667","5794","3.93","7157","11232","31463","62.71","51.61199","1.07",".28018","1.25","NYSE","3.34","5.4221","Utilities","Utility - Electric Power","470.79","72982.48","155.02","159.25","128.13","6.71","7.8","3.23","23.1","11.5","5.48","9.86999","YES"
"Newmont Mining Corporation","NEM","3.00869","7348","-98","1092","2029",".25","5066","1395","4061","21.81","25.881",".35","2.97491",".4","NYSE","3.74","3.8564","Basic Materials","Mining - Gold","533.47","20421.41","38.28","41.57","31.89","1.46","-7.5","-3.76","26.22","6.52","4.87","-28.896","YES"
"Netflix, Inc.","NFLX","2.29839","11692.71","558.91998","485.32","6889.30908","0","7669.97021","5466.31005","6499.43017","8.25","64.47","1.81","1.40313",".41","NSDQ","3.34","5.741","Consumer Discretionary","Broadcast Radio and Television","433.95","136693.75","315","315","139.14","1.25","35.89","26.69","252","17.2","6.86","","YES"
"Newfield Exploration Company","NFX","3.9103","1767","427","386","899","0","746","818","2434","7.05","63.352","1.73",".53667",".71","NYSE","9.55","5.08129","Oils-Energy","Oil and Gas - Exploration and Production - United States","199.72","4869.23","24.38","37.14","23.2","2.23","-5.14","-9.71","10.93","35.57","12.1","","YES"
"NiSource, Inc","NI","2.06539","4874.6","128.5","443.1","975.20001",".69999","1763.30004","3178.3999","7512.20019","12.83","63.48899","1.74",".10933",".33","NYSE","1.97","3.55299","Utilities","Utility - Electric Power","337.41","7939.28","23.53","27.58","22.51","1.15","-8.62","-5.73","20.46","8.9","3.41","-10.785","YES"
"NIKE, Inc.","NKE","16.72299","34350","4240","4886","4956",".68","16061","5474","3471","7.24","22.797","","1.33887",".46","NYSE","16.43","24.69899","Consumer Discretionary","Shoes and Retail Apparel ","1626.94","105832.38","65.05","69.65","50.83","2.31","15.37","7.45","28.16","31.64","24.64","14.04599","YES"
"Nielsen Holdings Plc","NLSN","5.4201","6572","429","828","1396.59997","1.33","2282","1697","8357","12.47","65.289","1.88",".59045",".73","NYSE","4.46","7.01719","Business Services","Business - Information Services","356.64","11854.85","33.24","44.77","32.01","2.16","2.22","2.84","15.39","16.79","5.81","16.214","YES"
"Northrop Grumman Corporation","NOC","7.63329","25803","2015","3049","2807","3.9","16349","6965","14399","40.49","67.138","2.04","1.66446","2.82","NYSE","8.28","14.35099","Aerospace","Aerospace - Defense","174.09","60023.66","344.79","356.91","235.83","13.28","12.26",".19","25.96","37.28","15.83","13.328","YES"
"National Oilwell Varco, Inc.","NOV","4.14599","7304","-237","-392","543",".2","7217","2354","2706","37.26","16.044",".19",".93415","-.04","NYSE","-.75","5.70139","Oils-Energy","Oil and Gas - Mechanical and and Equitment","380.14","13825.83","36.37","40.38","29.94","-.42","-31.53","-27.06","","-1.1","-.92","-35.536","YES"
"NRG Energy, Inc.","NRG",".803","10629","-2153","-1540","1655",".11999","4415","3317","15716","6.22","88.91999","7.99",".8167",".51","NYSE","1.2","1.0733","Utilities","Utility - Electric Power","317.64","9195.62","28.95","29.49","14.6",".96","31.4","2.75","30.16","9.46","1.59","-30.917","YES"
"Norfolk Souther Corporation","NSC","5.406","10551","5404","3128","2981","2.44","2149","2545","9136","57.57","35.83399",".56",".38192","1.69","NYSE","5.46","8.63269","Transportation","Transportation - Rail","284","39995.32","140.83","154.34","110.55","6.63","1.51","-2.61","21.24","14.16","8.4","4.24179","YES"
"NetApp, Inc.","NTAP","6.62489","5519","509","665","816.78399",".75999","6198","4122","744","8.12","41.442",".71","1.28675",".99","NSDQ","7.87","13.614","Computer and Technology","Computer- Storage Devices","267.92","16662.11","62.19","63.84","37.97","3.28","2.57","-3.81","18.96","29.38","20.47","7.63889","YES"
